page,word_id,text,x0,y0,x1,y1,engine,ocr_confidence
0,84,Martinez,206.16,637.92,251.04,646.8,,97.9990474774655
0,85,(Brother),205.92,651.12,252.23999999999998,662.64,,97.99817210752083
0,86,Emergency,277.2,624.72,340.8,636.24,,96.0
0,87,Phone:,345.36,624.72,384.0,633.84,,96.0
0,88,(503),390.96,624.72,417.35999999999996,636.24,,96.0
0,89,555-0456,422.15999999999997,624.9599999999999,471.84,633.84,,96.0
0,90,PRESENTING,89.52,726.72,175.44,736.8,,96.0
0,91,COMPLAINT,180.72,726.72,259.92,736.8,,96.0
0,92,file:///Users/wesleybeckner/Downloads/patient-intake-html,24.24,769.1999999999999,212.88,776.4,,90.0
0,93,(2).html,215.51999999999998,769.1999999999999,240.95999999999998,776.16,,85.0
0,94,1/3,578.64,769.1999999999999,587.52,774.9599999999999,,94.8055933713913
1,95,"7/24/25,",24.24,17.04,50.4,23.759999999999998,,94.0
1,96,10:28,53.519999999999996,17.28,70.08,22.56,,96.0
1,97,AM,72.48,17.28,84.96,22.56,,96.0
1,98,Patient,294.0,17.04,316.08,22.56,,96.0
1,99,Intake,318.24,17.04,337.91999999999996,22.56,,96.0
1,100,Summary,340.32,17.04,371.03999999999996,24.24,,93.0
1,101,Peter,378.0,17.28,394.32,22.56,,96.0
1,102,Lou,396.47999999999996,17.28,408.96,22.8,,96.0
1,103,-,373.44,20.4,375.59999999999997,21.119999999999997,,92.0
1,104,Owner,89.03999999999999,29.52,123.83999999999999,38.4,,95.0
1,105,reports,127.92,30.0,164.16,40.559999999999995,,96.0
1,106,that,168.0,29.52,187.92,38.4,,95.0
1,107,Peter,192.23999999999998,29.52,220.07999999999998,38.4,,96.0
1,108,has,223.92,29.52,242.16,38.4,,96.0
1,109,been,246.72,29.52,271.68,38.4,,96.0
1,110,exhibiting,276.48,29.52,325.92,40.8,,96.0
1,111,decreased,330.47999999999996,29.52,384.96,38.4,,96.0
1,112,appetite,389.76,29.52,431.52,40.559999999999995,,96.0
1,113,for,435.35999999999996,29.52,449.52,38.4,,96.0
1,114,the,452.88,29.52,468.96,38.4,,96.0
1,115,past,473.52,30.0,495.35999999999996,40.559999999999995,,96.0
1,116,5,499.2,29.759999999999998,504.96,38.4,,96.0
1,117,"days,",89.03999999999999,43.199999999999996,116.16,54.48,,96.0
1,118,accompanied,120.96,43.199999999999996,191.04,54.239999999999995,,96.0
1,119,by,195.84,43.199999999999996,207.6,54.48,,96.0
1,120,intermittent,211.92,43.199999999999996,270.48,52.08,,96.0
1,121,vomiting,274.08,43.199999999999996,318.0,54.48,,96.0
1,122,(3,322.56,43.199999999999996,332.15999999999997,54.48,,96.0
1,123,episodes,336.47999999999996,43.199999999999996,383.52,54.239999999999995,,96.0
1,124,in,388.08,43.199999999999996,395.76,51.839999999999996,,96.0
1,125,last,400.56,43.199999999999996,418.56,52.08,,96.0
1,126,48,422.15999999999997,43.199999999999996,434.88,52.08,,95.0
1,127,hours).,439.44,43.199999999999996,474.96,54.48,,96.0
1,128,Patient,480.24,43.199999999999996,516.72,52.08,,96.0
1,129,appears,89.03999999999999,58.8,131.28,67.67999999999999,,96.0
1,130,lethargic,135.84,56.64,180.23999999999998,67.92,,96.0
1,131,and,184.32,56.64,203.04,65.52,,95.0
1,132,is,207.84,56.64,215.51999999999998,65.52,,95.0
1,133,spending,219.6,56.64,267.36,67.92,,96.0
1,134,more,271.92,58.8,298.08,65.52,,95.0
1,135,time,302.15999999999997,56.64,324.24,65.52,,95.0
1,136,hiding,328.56,56.64,359.28,67.92,,95.0
1,137,under,364.08,56.64,394.08,65.52,,96.0
1,138,furniture.,397.2,56.64,443.76,65.52,,96.0
1,139,Owner,448.56,56.64,483.35999999999996,65.52,,96.0
1,140,notes,487.44,57.12,515.52,65.52,,96.0
1,141,unusual,89.28,70.08,129.84,78.96,,96.0
1,142,vocalization,134.16,70.08,195.6,78.96,,96.0
1,143,when,199.92,70.08,227.76,78.96,,96.0
1,144,using,232.56,70.08,259.92,81.36,,96.0
1,145,litter,264.71999999999997,70.08,286.56,78.96,,96.0
1,146,box.,290.64,70.08,311.76,78.96,,96.0
1,147,SIGNS,130.56,150.0,171.35999999999999,160.07999999999998,,95.0
1,148,VITAL,88.56,150.23999999999998,126.24,159.84,,95.0
1,149,101.8°F,115.44,206.64,176.4,220.07999999999998,,92.0
1,150,Temperature,120.72,228.72,170.64,238.79999999999998,,97.98764540214194
1,151,186,239.04,206.88,266.88,220.07999999999998,,97.99998623489716
1,152,Heart,218.64,229.67999999999998,239.51999999999998,236.16,,96.0
1,153,Rate,243.12,229.67999999999998,260.88,236.16,,96.0
1,154,(bpm),264.24,229.67999999999998,286.8,238.07999999999998,,96.0
1,155,28,349.91999999999996,206.88,368.64,220.07999999999998,,98.0
1,156,Resp,338.88,229.67999999999998,358.8,237.84,,96.0
1,157,Rate,362.4,229.67999999999998,380.4,236.16,,96.0
1,158,138/92,440.15999999999997,206.64,492.96,220.07999999999998,,96.41433289464555
1,159,Blood,436.08,229.67999999999998,457.91999999999996,236.16,,96.0
1,160,Pressure,461.76,229.67999999999998,496.56,236.16,,96.0
1,161,MEDICAL,89.52,325.44,149.76,335.52,,95.0
1,162,HISTORY,154.56,325.44,212.64,335.52,,95.0
1,163,e,106.56,390.71999999999997,110.16,394.56,,69.0
1,164,o,136.07999999999998,403.91999999999996,140.64,408.47999999999996,,58.0
1,165,o,136.07999999999998,417.35999999999996,140.64,421.91999999999996,,69.0
1,166,e,106.56,431.28,110.16,435.12,,58.0
1,167,°o,136.07999999999998,444.47999999999996,140.64,448.8,,23.0
1,168,e,106.56,458.15999999999997,110.16,462.0,,40.0
1,169,o,136.07999999999998,471.35999999999996,140.64,475.91999999999996,,74.0
1,170,o,136.07999999999998,484.79999999999995,140.64,489.35999999999996,,58.0
1,171,Previous,89.52,361.91999999999996,138.48,370.56,,96.0
1,172,Diagnoses:,143.51999999999998,361.91999999999996,206.16,372.96,,96.0
1,173,Feline,119.52,387.36,152.64,396.24,,96.0
1,174,Lower,157.44,387.36,192.0,396.24,,96.0
1,175,Urinary,196.07999999999998,387.36,237.12,398.64,,96.0
1,176,Tract,240.72,387.36,269.03999999999996,396.24,,96.0
1,177,Disease,273.59999999999997,387.36,317.52,396.24,,93.0
1,178,(FLUTD),322.08,387.36,367.91999999999996,398.64,,92.0
1,179,Diagnosed,380.15999999999997,387.36,435.59999999999997,398.64,,95.0
1,180,February,440.88,387.36,487.68,398.64,,96.0
1,181,2023,491.52,387.36,517.4399999999999,396.24,,96.0
1,182,-,372.47999999999996,392.4,375.59999999999997,393.36,,92.0
1,183,Successfully,149.04,400.8,215.04,412.08,,95.0
1,184,managed,219.12,400.8,267.59999999999997,412.08,,96.0
1,185,with,271.92,400.8,292.32,409.44,,96.0
1,186,prescription,297.36,400.8,357.59999999999997,411.84,,96.0
1,187,diet,362.4,400.8,381.36,409.68,,96.0
1,188,(Hill's,385.2,400.8,413.03999999999996,412.08,,92.0
1,189,c/d,417.35999999999996,400.8,432.0,409.68,,91.0
1,190,Multicare),437.28,400.8,488.4,412.08,,91.0
1,191,Last,149.51999999999998,414.47999999999996,171.12,423.35999999999996,,96.0
1,192,urinalysis:,175.2,414.47999999999996,226.79999999999998,425.76,,95.0
1,193,September,231.6,414.47999999999996,289.92,425.52,,96.0
1,194,2024,293.52,414.47999999999996,319.2,423.35999999999996,,96.0
1,195,(within,324.0,414.47999999999996,356.88,425.76,,96.0
1,196,normal,361.91999999999996,414.47999999999996,397.2,423.35999999999996,,95.0
1,197,limits),402.0,414.47999999999996,432.24,425.76,,96.0
1,198,Dental,119.52,427.91999999999996,154.56,436.8,,96.0
1,199,Disease,159.35999999999999,427.91999999999996,203.51999999999998,436.8,,95.0
1,200,(Grade,207.84,427.91999999999996,245.51999999999998,439.2,,96.0
1,201,2),249.35999999999999,427.91999999999996,259.2,439.2,,93.0
1,202,Noted,271.44,427.91999999999996,301.68,436.8,,96.0
1,203,during,306.47999999999996,427.91999999999996,338.64,439.2,,95.0
1,204,annual,343.2,427.91999999999996,378.0,436.8,,95.0
1,205,October,415.2,427.91999999999996,457.44,436.8,,96.0
1,206,2024,460.79999999999995,427.91999999999996,486.71999999999997,436.8,,96.0
1,207,exam,382.56,430.08,410.4,436.8,,96.0
1,208,-,263.76,432.96,266.88,433.91999999999996,,93.0
1,209,Dental,149.51999999999998,441.35999999999996,182.4,450.24,,96.0
1,210,cleaning,186.95999999999998,441.35999999999996,230.64,452.64,,96.0
1,211,scheduled,234.95999999999998,441.35999999999996,288.24,450.24,,96.0
1,212,for,292.56,441.35999999999996,306.71999999999997,450.24,,96.0
1,213,March,310.8,441.35999999999996,342.24,450.24,,96.0
1,214,2025,346.8,441.35999999999996,372.71999999999997,450.24,,96.0
1,215,Obesity,119.03999999999999,454.8,162.23999999999998,466.08,,96.49839146116184
1,216,Ongoing,173.76,454.8,217.92,466.08,,96.0
1,217,management,222.48,455.28,291.84,466.08,,96.0
1,218,-,166.32,459.84,169.44,460.79999999999995,,92.0
1,219,Peak,149.51999999999998,468.47999999999996,175.92,477.35999999999996,,96.0
1,220,weight:,179.28,468.47999999999996,216.23999999999998,479.76,,95.0
1,221,16.8,221.76,468.47999999999996,243.35999999999999,477.35999999999996,,95.0
1,222,lbs,247.92,468.47999999999996,262.08,477.35999999999996,,89.0
1,223,(June,266.64,468.47999999999996,295.44,479.76,,96.0
1,224,2023),299.52,468.47999999999996,329.52,479.76,,96.0
1,225,Current,149.04,481.91999999999996,188.64,490.79999999999995,,95.0
1,226,weight,191.76,481.91999999999996,226.56,493.2,,95.0
1,227,represents,230.64,482.4,286.08,492.96,,95.0
1,228,15%,291.12,481.91999999999996,312.96,490.79999999999995,,96.0
1,229,reduction,318.0,481.91999999999996,365.76,490.79999999999995,,95.0
1,230,e,106.56,536.16,110.16,540.0,,76.0
1,231,¢,106.56,549.84,110.16,553.4399999999999,,44.0
1,232,Surgical,89.03999999999999,507.35999999999996,134.88,518.4,,96.0
1,233,History:,140.16,507.35999999999996,183.35999999999999,518.4,,96.0
1,234,Castration,119.03999999999999,532.8,176.88,541.68,,85.04900771053164
1,235,performed,189.12,532.8,242.39999999999998,543.84,,96.0
1,236,at,246.95999999999998,533.28,256.56,541.68,,96.0
1,237,6,260.4,532.8,266.15999999999997,541.68,,96.0
1,238,months,270.71999999999997,532.8,308.64,541.68,,96.0
1,239,(September,313.2,532.8,375.36,544.0799999999999,,96.0
1,240,2019),378.71999999999997,532.8,408.96,544.0799999999999,,96.0
1,241,-,181.68,537.84,184.79999999999998,538.8,,92.0
1,242,Dental,119.52,546.48,154.56,555.36,,96.0
1,243,Extraction,159.35999999999999,546.48,216.23999999999998,555.36,,93.0
1,244,Upper,228.72,546.48,260.64,557.52,,95.0
1,245,left,264.48,546.48,279.84,555.36,,96.0
1,246,premolar,283.92,546.48,330.71999999999997,557.52,,96.0
1,247,#208,333.84,546.48,360.24,555.36,,96.0
1,248,(February,364.56,546.48,415.68,557.76,,96.0
1,249,2024),419.52,546.48,449.52,557.76,,96.0
1,250,-,221.04,551.52,224.16,552.48,,91.0
1,251,CURRENT,89.28,626.16,154.07999999999998,636.24,,96.0
1,252,MEDICATIONS,159.12,626.16,251.04,636.24,,93.0
1,253,&,256.32,626.16,264.96,636.24,,92.0
1,254,ALLERGIES,268.56,626.16,345.12,636.24,,96.0
1,255,e,120.72,697.4399999999999,124.56,701.28,,85.0
1,256,e,120.72,710.88,124.56,714.72,,82.0
1,257,Current,103.2,672.9599999999999,145.92,682.0799999999999,,96.0
1,258,Medications:,150.23999999999998,673.1999999999999,221.76,682.0799999999999,,96.0
1,259,Gabapentin,133.2,693.8399999999999,198.0,705.12,,96.0
1,260,50mg,202.56,694.0799999999999,231.35999999999999,705.36,,96.0
1,261,PO,236.39999999999998,693.8399999999999,252.23999999999998,702.9599999999999,,92.0
1,262,q12h,256.56,694.0799999999999,282.24,705.12,,92.0
1,263,PRN,287.03999999999996,694.0799999999999,310.56,702.72,,96.0
1,264,for,314.88,693.8399999999999,328.8,702.9599999999999,,95.0
1,265,anxiety,332.64,694.0799999999999,370.08,705.36,,96.0
1,266,during,373.91999999999996,694.0799999999999,406.08,705.36,,96.0
1,267,vet,410.4,694.3199999999999,426.24,702.9599999999999,,96.0
1,268,visits,429.84,694.0799999999999,455.76,702.9599999999999,,96.0
1,269,Mirataz,133.44,707.52,173.76,716.4,,92.0
1,270,(mirtazapine,178.07999999999998,707.28,243.12,718.8,,96.0
1,271,transdermal),246.95999999999998,707.28,313.68,718.8,,93.0
1,272,2mg,317.76,707.52,340.08,718.8,,92.0
1,273,q24h,344.64,707.52,370.08,718.56,,91.0
1,274,3,384.0,707.52,389.76,716.4,,96.0
1,275,days,394.08,707.52,418.32,718.8,,96.0
1,276,(started,422.88,707.28,462.0,718.8,,96.0
1,277,x,374.4,709.92,379.91999999999996,716.16,,96.0
1,278,01/21/2025),133.2,720.9599999999999,196.32,732.48,,80.45311843848367
1,279,file:///Users/wesleybeckner/Downloads/patient-intake-html,24.24,769.1999999999999,212.88,776.4,,91.0
1,280,(2).html,215.51999999999998,769.1999999999999,240.95999999999998,776.16,,63.0
1,281,2/3,578.16,769.1999999999999,587.52,774.9599999999999,,96.64553652852854
2,282,"7/24/25,",24.24,17.04,50.4,23.759999999999998,,94.0
2,283,10:28,53.519999999999996,17.28,70.08,22.56,,96.0
2,284,AM,72.48,17.28,84.96,22.56,,96.0
2,285,e,120.72,71.28,124.56,75.11999999999999,,82.0
2,286,e,120.72,84.72,124.56,88.56,,77.0
2,287,,88.56,27.720000000000002,91.44,116.28,pixel_detector,0.0
2,288,+.,102.72,42.72,114.72,53.04,,36.0
2,289,Allergies,120.72,45.36,170.88,56.64,,93.0
2,290,&,175.2,45.12,183.12,54.239999999999995,,93.0
2,291,Sensitivities:,187.2,45.12,259.68,54.239999999999995,,96.0
2,292,Chicken,133.2,67.67999999999999,178.56,76.8,,96.499637291721
2,293,Causes,190.56,67.67999999999999,230.39999999999998,76.8,,96.0
2,294,gastrointestinal,234.48,67.92,314.15999999999997,79.2,,96.0
2,295,upset,318.96,68.16,347.52,78.96,,96.0
2,296,-,183.12,72.96,186.48,73.92,,93.0
2,297,Clavamox,133.2,81.11999999999999,189.35999999999999,90.24,,88.07311275317258
2,298,Previous,201.12,81.36,246.23999999999998,90.24,,96.0
2,299,adverse,250.56,81.36,292.32,90.24,,96.0
2,300,reaction,296.88,81.36,338.15999999999997,90.24,,96.0
2,301,(severe,342.96,81.11999999999999,381.84,92.64,,96.0
2,302,diarrhea),385.91999999999996,81.11999999999999,433.2,92.64,,96.0
2,303,-,192.95999999999998,86.39999999999999,196.32,87.36,,92.0
2,304,Patient,294.0,17.04,316.08,22.56,,96.0
2,305,Intake,318.24,17.04,337.91999999999996,22.56,,96.0
2,306,Summary,340.32,17.04,371.03999999999996,24.24,,93.0
2,307,-,373.44,20.4,375.59999999999997,21.119999999999997,,92.0
2,308,Peter,378.0,17.28,394.32,22.56,,96.0
2,309,Lou,396.47999999999996,17.28,408.96,22.8,,96.0
2,310,DIAGNOSTIC,89.52,183.6,172.32,193.68,,96.0
2,311,PLAN,178.07999999999998,183.84,212.64,193.44,,96.0
2,312,1.,106.32,220.07999999999998,114.24,228.72,,96.0
2,313,Complete,119.03999999999999,220.07999999999998,169.44,231.12,,96.0
2,314,Blood,174.23999999999998,220.07999999999998,203.04,228.95999999999998,,96.0
2,315,Count,207.6,220.07999999999998,239.28,228.95999999999998,,96.0
2,316,(CBC),243.35999999999999,220.07999999999998,275.52,231.35999999999999,,96.0
2,317,2.,105.36,233.51999999999998,114.24,242.16,,96.0
2,318,Comprehensive,119.03999999999999,233.51999999999998,202.07999999999998,244.56,,95.0
2,319,Metabolic,206.88,233.51999999999998,257.03999999999996,242.39999999999998,,96.0
2,320,Panel,261.59999999999997,233.51999999999998,290.4,242.39999999999998,,96.0
2,321,including,295.2,233.51999999999998,341.28,244.79999999999998,,93.0
2,322,T4,345.36,233.51999999999998,358.32,242.16,,92.0
2,323,3.,105.6,247.2,114.24,256.08,,95.0
2,324,Urinalysis,119.52,247.2,169.92,258.48,,96.0
2,325,with,173.76,247.2,194.16,255.84,,96.0
2,326,culture,198.95999999999998,247.2,234.0,256.08,,93.0
2,327,&,238.32,247.2,245.51999999999998,256.08,,93.0
2,328,sensitivity,249.6,247.2,300.96,258.48,,96.0
2,329,4_,105.36,260.64,114.24,269.28,,98.30787243122849
2,330,Abdominal,118.56,260.64,174.48,269.52,,93.0
2,331,Radiographs,179.51999999999998,260.64,246.0,271.92,,96.0
2,332,(2,250.56,260.64,259.92,271.92,,95.0
2,333,views),264.24,260.64,297.59999999999997,271.92,,96.0
2,334,5.,105.6,274.32,114.24,282.96,,95.0
2,335,Abdominal,118.56,274.08,174.48,282.96,,95.0
2,336,Ultrasound,179.51999999999998,274.08,235.67999999999998,282.96,,95.0
2,337,if,240.48,274.08,246.48,282.71999999999997,,94.0
2,338,indicated,249.84,274.08,296.4,282.96,,96.0
2,339,by,301.2,274.08,312.96,285.36,,95.0
2,340,initial,317.28,274.08,343.2,282.96,,96.0
2,341,diagnostics,347.76,274.08,406.8,285.36,,96.0
2,342,Attending,72.72,373.91999999999996,127.92,385.2,,96.0
2,343,Veterinarian:,132.0,373.91999999999996,203.76,382.8,,96.0
2,344,Dr.,209.04,373.91999999999996,222.48,382.56,,96.0
2,345,Sarah,227.28,373.91999999999996,258.0,382.8,,95.0
2,346,"Chen,",73.2,387.36,103.92,397.68,,96.0
2,347,DVM,108.96,387.36,133.92,396.0,,96.0
2,348,License,73.67999999999999,412.8,117.11999999999999,421.68,,92.0
2,349,#:,120.72,412.8,130.32,421.68,,92.0
2,350,OR-VET-8847293,135.35999999999999,412.8,229.67999999999998,421.68,,91.0
2,351,Veterinary,321.12,373.91999999999996,378.71999999999997,385.2,,96.0
2,352,Technician:,382.56,373.91999999999996,447.12,382.8,,95.0
2,353,Mark,452.4,373.91999999999996,478.08,382.8,,96.0
2,354,"Thompson,",321.36,387.36,380.15999999999997,398.4,,93.0
2,355,RVT,385.44,387.36,408.0,396.0,,91.0
2,356,License,322.08,412.8,365.28,421.68,,92.0
2,357,#:,369.12,412.8,378.47999999999996,421.68,,92.0
2,358,OR-RVT-4492817,383.52,412.8,478.32,421.68,,90.0
2,359,[Electronic,73.44,438.47999999999996,128.64,449.52,,95.0
2,360,Signature,132.48,438.47999999999996,183.12,449.76,,96.0
2,361,File],204.48,438.47999999999996,225.35999999999999,449.52,,96.0
2,362,on,187.2,440.64,199.2,447.35999999999996,,96.0
2,363,[Electronic,321.84,438.47999999999996,376.8,449.52,,96.0
2,364,Signature,380.88,438.47999999999996,431.28,449.76,,96.0
2,365,File],452.64,438.47999999999996,473.76,449.52,,96.0
2,366,on,435.59999999999997,440.64,447.35999999999996,447.35999999999996,,96.0
2,367,NORTHWEST,217.67999999999998,503.52,274.8,510.0,,95.0
2,368,VETERINARY,277.44,503.52,335.03999999999996,510.0,,96.0
2,369,ASSOCIATES,337.2,503.52,394.56,510.0,,95.0
2,370,1250,214.32,522.96,232.79999999999998,529.4399999999999,,95.0
2,371,SW,236.16,522.96,250.07999999999998,529.4399999999999,,95.0
2,372,Morrison,253.44,522.96,287.03999999999996,529.4399999999999,,96.0
2,373,"Street,",290.88,522.96,315.84,530.64,,96.0
2,374,"Portland,",319.92,522.96,354.47999999999996,530.64,,95.0
2,375,OR,358.32,522.96,371.03999999999996,529.4399999999999,,95.0
2,376,97204,374.15999999999997,522.96,398.15999999999997,529.4399999999999,,95.0
2,377,Phone:,173.28,542.64,200.16,549.12,,96.0
2,378,(503),204.0,542.64,223.92,551.04,,96.0
2,379,555-8387,227.28,542.64,264.48,549.12,,96.0
2,380,|,268.32,542.64,269.03999999999996,551.04,,96.0
2,381,Fax:,273.12,542.64,288.96,549.12,,95.0
2,382,(503),292.8,542.64,312.96,551.04,,95.0
2,383,555-8388,316.32,542.64,353.28,549.12,,95.0
2,384,|,357.36,542.64,357.84,551.04,,96.0
2,385,Tax,361.44,542.64,374.88,549.12,,96.0
2,386,ID:,378.47999999999996,542.64,388.08,549.12,,93.0
2,387,93-1827465,391.91999999999996,542.64,439.2,549.12,,92.0
2,388,This,111.6,564.24,127.44,570.72,,96.0
2,389,document,130.32,564.24,169.68,570.72,,96.0
2,390,contains,172.56,564.24,205.44,570.72,,96.0
2,391,confidential,208.56,564.24,253.67999999999998,570.72,,96.0
2,392,medical,256.32,564.24,287.28,570.72,,96.0
2,393,information,289.68,564.24,333.59999999999997,570.72,,96.0
2,394,protected,336.47999999999996,564.24,374.4,572.4,,96.0
2,395,under,377.28,564.24,400.08,570.72,,93.0
2,396,veterinary-client,402.71999999999997,564.24,465.84,572.64,,92.0
2,397,privilege,468.0,564.24,501.35999999999996,572.64,,96.0
2,398,file:///Users/wesleybeckner/Downloads/patient-intake-html,24.24,769.1999999999999,212.88,776.4,,91.0
2,399,(2).html,215.51999999999998,769.1999999999999,240.95999999999998,776.16,,63.0
2,400,3/3,578.16,769.1999999999999,587.52,774.9599999999999,,97.91306066513062
